,id,original_text,text,classification,rationale
4398,5340,"This would have been better than the fiction it has concocted , and there still could have been room for the war scenes .","this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .",neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4399,5341,Aggressive self-glorification and a manipulative whitewash .,aggressive self-glorification and a manipulative whitewash .,neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4400,5342,Stay for the credits and see a devastating comic impersonation by Dustin Hoffman that is revelatory .,stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory .,pos,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
4401,5343,None of the characters or plot-lines are fleshed-out enough to build any interest .,none of the characters or plot-lines are fleshed-out enough to build any interest .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4402,5345,The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .,the whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4403,5347,"The only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .","the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4404,5349,Coppola has made a film of intoxicating atmosphere and little else .,coppola has made a film of intoxicating atmosphere and little else .,pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.5, 0.5, 0.0]"
4405,5350,Bad and baffling from the get-go .,bad and baffling from the get-go .,neg,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4406,5351,A series of immaculately composed shots of Patch Adams quietly freaking out does not make for much of a movie .,a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie .,neg,"[0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4407,5352,"At a time when we 've learned the hard way just how complex international terrorism is , Collateral Damage paints an absurdly simplistic picture .","at a time when we 've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly simplistic picture .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]"
4408,5355,Like a can of 2-day old Coke .,like a can of 2-day old coke .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4409,5356,"You can taste it , but there 's no fizz .","you can taste it , but there 's no fizz .",neg,"[0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
4410,5357,"There 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .","there 's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4411,5359,But they do n't fit well together and neither is well told .,but they do n't fit well together and neither is well told .,neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
4412,5360,It 's both sitcomishly predictable and cloying in its attempts to be poignant .,it 's both sitcomishly predictable and cloying in its attempts to be poignant .,neg,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0]"
4413,5361,"Other than a mildly engaging central romance , Hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .","other than a mildly engaging central romance , hospital is sickly entertainment at best and mind-destroying cinematic pollution at worst .",neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 0.0, 0.5, 0.5, 0.5, 0.0, 1.0, 0.0]"
4414,5362,Jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,jaglom offers the none-too-original premise that everyone involved with moviemaking is a con artist and a liar .,neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4415,5363,"Outside of Burger 's desire to make some kind of film , it 's really unclear why this project was undertaken","outside of burger 's desire to make some kind of film , it 's really unclear why this project was undertaken",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5]"
4416,5366,"Let 's see , a haunted house , a haunted ship , what 's next ... Ghost Blimp ?","let 's see , a haunted house , a haunted ship , what 's next ... ghost blimp ?",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
4417,5367,"A fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .","a fragile framework upon which to hang broad , mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .",neg,"[0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0]"
4418,5368,"By the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .","by the time the plot grinds itself out in increasingly incoherent fashion , you might be wishing for a watch that makes time go faster rather than the other way around .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
4419,5371,"Wes Craven 's presence is felt ; not the Craven of ' A Nightmare on Elm Street ' or ` The Hills Have Eyes , ' but the sad schlock merchant of ` Deadly Friend . '","wes craven 's presence is felt ; not the craven of ' a nightmare on elm street ' or ` the hills have eyes , ' but the sad schlock merchant of ` deadly friend . '",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4420,5373,"But the cinematography is cloudy , the picture making becalmed .","but the cinematography is cloudy , the picture making becalmed .",neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4421,5374,It 's one long bore .,it 's one long bore .,neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
4422,5375,It gets old quickly .,it gets old quickly .,neg,"[0.0, 0.5, 0.5, 0.0, 0.0]"
4423,5376,Watch Barbershop again if you 're in need of a Cube fix -- this is n't worth sitting through .,watch barbershop again if you 're in need of a cube fix -- this is n't worth sitting through .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4424,5377,"It 's leaden and predictable , and laughs are lacking .","it 's leaden and predictable , and laughs are lacking .",neg,"[0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0]"
4425,5378,... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .,... a cinematic disaster so inadvertently sidesplitting it 's worth the price of admission for the ridicule factor alone .,neg,"[0.0, 0.0, 0.5, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]"
4426,5379,"Skip this dreck , rent Animal House and go back to the source .","skip this dreck , rent animal house and go back to the source .",neg,"[1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4427,5380,The movie is a desperate miscalculation .,the movie is a desperate miscalculation .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4428,5381,"It gives poor Dana Carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .","it gives poor dana carvey nothing to do that is really funny , and then expects us to laugh because he acts so goofy all the time .",neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0]"
4429,5382,We just do n't really care too much about this love story .,we just do n't really care too much about this love story .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 1.0, 0.0, 0.0]"
4430,5383,"In that setting , their struggle is simply too ludicrous and borderline insulting .","in that setting , their struggle is simply too ludicrous and borderline insulting .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0]"
4431,5384,The Transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,the transporter bombards the viewer with so many explosions and side snap kicks that it ends up being surprisingly dull .,neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0]"
4432,5385,Uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...,uzumaki 's interesting social parallel and defiant aesthetic seems a prostituted muse ...,neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0]"
4433,5387,"Large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .","large budget notwithstanding , the movie is such a blip on the year 's radar screen that it 's tempting just to go with it for the ride .",pos,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0]"
4434,5388,"But this time , the old MIB label stands for Milder Is n't Better .","but this time , the old mib label stands for milder is n't better .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
4435,5389,Feels familiar and tired .,feels familiar and tired .,neg,"[0.0, 0.0, 0.0, 0.5, 0.0]"
4436,5390,A retread of material already thoroughly plumbed by Martin Scorsese .,a retread of material already thoroughly plumbed by martin scorsese .,neg,"[0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4437,5391,"Instead of making his own style , director Marcus Adams just copies from various sources -- good sources , bad mixture","instead of making his own style , director marcus adams just copies from various sources -- good sources , bad mixture",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0]"
4438,5392,Criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes My Big Fat Greek Wedding look like an apartheid drama .,criminal conspiracies and true romances move so easily across racial and cultural lines in the film that it makes my big fat greek wedding look like an apartheid drama .,pos,"[0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
4439,5393,A bore that tends to hammer home every one of its points .,a bore that tends to hammer home every one of its points .,neg,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4440,5394,A story which fails to rise above its disgusting source material .,a story which fails to rise above its disgusting source material .,neg,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
4441,5395,It 's fitting that a movie as artificial and soulless as The Country Bears owes its genesis to an animatronic display at Disneyland .,it 's fitting that a movie as artificial and soulless as the country bears owes its genesis to an animatronic display at disneyland .,neg,"[0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4442,5396,Starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other Hollywood-action cliches .,starts as an intense political and psychological thriller but is sabotaged by ticking time bombs and other hollywood-action cliches .,neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0]"
4443,5397,Completely creatively stillborn and executed in a manner that I 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .,completely creatively stillborn and executed in a manner that i 'm not sure could be a single iota worse ... a soulless hunk of exploitative garbage .,neg,"[0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 1.0, 0.0, 1.0, 0.5, 0.0]"
4444,5398,An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .,an uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on philip k. dick stories .,neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4445,5399,Horrible .,horrible .,neg,"[1.0, 0.0]"
4446,5400,The disjointed mess flows as naturally as Jolie 's hideous yellow ` do .,the disjointed mess flows as naturally as jolie 's hideous yellow ` do .,neg,"[0.0, 0.5, 0.5, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
4447,5401,"Bolstered by an astonishing voice cast ( excepting Love Hewitt ) , an interesting racial tension , and a storyline that I have n't encountered since at least Pete 's Dragon .","bolstered by an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline that i have n't encountered since at least pete 's dragon .",pos,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.5, 0.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0]"
4448,5402,"An authentically vague , but ultimately purposeless , study in total pandemonium .","an authentically vague , but ultimately purposeless , study in total pandemonium .",neg,"[0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4449,5403,Makes a joke out of car chases for an hour and then gives us half an hour of car chases .,makes a joke out of car chases for an hour and then gives us half an hour of car chases .,neg,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
4450,5404,"As the sulking , moody male hustler in the title role , ( Franco ) has all of Dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .","as the sulking , moody male hustler in the title role , ( franco ) has all of dean 's mannerisms and self-indulgence , but none of his sweetness and vulnerability .",neg,"[0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0]"
4451,5405,The only thing to fear about `` Fear Dot Com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .,the only thing to fear about `` fear dot com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .,neg,"[0.0, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.0, 0.5, 0.5, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4452,5406,It 's too interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience .,it 's too interested in jerking off in all its byzantine incarnations to bother pleasuring its audience .,neg,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]"
4453,5407,"` Synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .","` synthetic ' is the best description of this well-meaning , beautifully produced film that sacrifices its promise for a high-powered star pedigree .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0]"
4454,5408,It concentrates far too much on the awkward interplay and utter lack of chemistry between Chan and Hewitt .,it concentrates far too much on the awkward interplay and utter lack of chemistry between chan and hewitt .,neg,"[0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4455,5409,"Impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .","impostor ca n't think of a thing to do with these characters except have them run through dark tunnels , fight off various anonymous attackers , and evade elaborate surveillance technologies .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
4456,5410,"Judd 's characters ought to pick up the durable best seller Smart Women , Foolish Choices for advice .","judd 's characters ought to pick up the durable best seller smart women , foolish choices for advice .",neg,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 1.0, 0.0, 0.5, 0.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0]"
4457,5411,The script has less spice than a rat burger and The Rock 's fighting skills are more in line with Steven Seagal .,the script has less spice than a rat burger and the rock 's fighting skills are more in line with steven seagal .,neg,"[0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0]"
4458,5412,This ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,this ill-conceived and expensive project winds up looking like a bunch of talented thesps slumming it .,neg,"[0.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0]"
4459,5413,"... there 's a choppy , surface-effect feeling to the whole enterprise .","... there 's a choppy , surface-effect feeling to the whole enterprise .",neg,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.5, 0.0]"
4460,5414,"Does n't get the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez .","does n't get the job done , running off the limited chemistry created by ralph fiennes and jennifer lopez .",neg,"[0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
